PERIOD,DECLARANT,AT,BE,BG,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,MT,NL,PL,PT,RO,SE,SI,SK,UK
2015-04,DE,"12.510,18","495,80","1.269,12","782,69","86.893,24",:,"8.716,09","15,60","361,78","2.229,44","1.271,01","7.313,82","7,54","629,94","51.590,16","3.661,13","694,04","6.016,27","687,30","66,31","166.779,66","28.216,57","274,36","4.360,70","22.177,69","821,35","9.789,18","11.901,60"
2015-04,DK,"433,47","24,92","1,73",:,"79,22","10.884,72",:,"0,31","90,93","23,78","1.220,95","58,99",:,"47,97","124,85","142,14","55,45",:,"0,44",:,"15.187,13","430,28",:,"125,67","60.616,60",:,"52,29","1.249,18"
2015-04,EE,:,:,"196,52",:,"84,47","287,86","13,87",:,:,"0,29","2.645,09","16,64",:,:,"828,10",:,"483,56",:,"2.810,54",:,:,"2.645,25",:,:,"1.617,76",:,"498,38","67,55"
2015-04,EL,"1.401,48","0,20","0,30","129,54","1.421,26","10.225,64","2,98",:,:,"0,79","8,79","748,34",:,"0,36",:,"466,40","1,05","715,42",:,:,"99,57","172,12","570,83","34,91","0,23","51,37","88,85","83,59"
2015-04,ES,"712,65","54,02",:,:,"387,63","7.548,30","7,53","7,18","20,16",:,"1,37","4.398,26",:,"43,02","40.568,49","8.756,03","54,90","3.825,11","7,10",:,"53.061,42","515,82","1.417,45","110,49","25,35","23,05","93,87","4.396,76"
2015-04,FI,"43,25",:,:,:,"16,86","1.495,98","47,83","176,59",:,:,:,"0,58",:,:,"7.176,05",:,:,:,"75,25",:,"7.903,71","8,69",:,:,"22.953,38",:,:,"1,97"
2015-04,FR,"361,22","1.815,95",:,"0,11","52,84","3.231,68","18,03","69,12","2,69","897,68","211,34",:,:,"1,08","25.821,96","1.146,15",:,"59.164,65","17,15",:,"111.070,62","150,33","1.739,23","526,86","1.909,87",:,"83,41","3.171,85"
2015-04,HR,"3.102,95","0,26",:,"0,32","109,19","556,22","0,01",:,:,:,"0,00","1,44",:,"1.871,19","0,00","59,89",:,:,"0,50",:,"3.325,80","4,17",:,:,"103,46","1.195,86","6.159,90",:
2015-04,HU,"1.925,40",:,:,:,"6.431,14","429,92","0,73",:,:,"2,14","1.613,98","1.694,43","1,62",:,"311,29","421,12",:,"983,75","236,22",:,"13.169,57","34,41",:,"5,28","143,31","2.007,34","17.123,63","0,29"
2015-04,IE,:,"955,21",:,:,:,"3.911,30",:,:,:,"1,35",:,"583,88",:,"347,70",:,"6,25","369,77",:,"132,72",:,"4.073,89","2,89",:,"5,10","522,86",:,:,"30.765,60"
2015-04,IT,"255,98","64,76",:,"1,73","686,70","13.031,17","3,88","34,27","0,35","596,44","1,89","3.684,02",:,"8,92","34.054,62",:,"112,64","3.740,65","402,52","3.084,70","98.323,81","1.518,70","76,01","427,61","3,22","9,64","903,04","2.725,07"
2015-04,LT,"524,40","30,00","135,10","331,15","1.461,69","1.510,26","0,72","2,10",:,:,"1.439,10","520,84",:,:,"465,51","1.052,48",:,:,"12.214,95",:,"7.831,70","2.827,90",:,"69,26","1.126,07","475,05","333,32","380,76"
2015-04,LU,"84,32","13.729,97",:,:,:,"2.893,07","121,52",:,:,"1,59",:,"443,03",:,:,"277,20","663,92",:,:,:,:,"2.422,17","158,08","23,00",:,:,:,:,"22,20"
2015-04,LV,"841,17",:,"131,87","472,27","1.139,97","779,91","0,10","2.276,73",:,"118,59","1.496,62","225,41",:,:,:,"424,75","5.345,50",:,:,:,"2.116,78","11.269,60","150,85","158,36","537,81","187,88","917,02","593,53"
2015-04,MT,:,:,:,"5,82","38,07","53,48",:,:,:,"0,34",:,"204,42",:,:,:,"1.073,10",:,:,:,:,"633,28","6,56",:,"0,86",:,:,"7,90","7,25"
2015-04,NL,"212,49","2.961,78","6,08","16,06","752,15","5.136,64","573,61","187,89","14,63","413,88","5,00","6.208,81","0,03","367,10","19.170,79","1.950,57","199,29","297,18","47,46",:,:,"2.520,97","228,06","23,55","389,87","15,55","160,34","798,88"
2015-04,PL,"11.114,62","139,19","77,23","21,13","8.635,18","34.731,96","25,39","18,74","0,62","1.377,77","132,87","2.619,30","55,87","48,84","4,53","611,78","610,57","429,12","9,54",:,"19.501,13",:,:,:,"12.111,60","386,86","63.355,68","339,33"
2015-04,PT,"191,75","0,35",:,:,"11,39","1.692,20",:,:,:,"8.212,34",:,"584,98",:,"6,22","5.413,89","392,45","60,76","1.538,28","13,86",:,"5.124,96","18,12",:,:,"45,52",:,"36,83","335,63"
2015-04,RO,"3.907,02",:,"632,63","0,04","2.392,84","3.232,28","0,49",:,"161,58",:,"0,85","711,11",:,"2.543,29","156,01","98,54",:,:,:,:,"8.105,77","3.368,49","21,25",:,"343,71",:,"23.765,63","228,74"
2015-04,SE,:,"78,21",:,:,"33,79","2.948,77","4.604,85",:,:,:,"2.990,57","148,85",:,"9,69","30.623,22","117,64","36,72",:,"33,57",:,"143.680,34","90,07",:,"0,35",:,:,:,"1.355,32"
2015-04,SI,"6.848,64","459,89",:,"760,82","170,54","3.398,61",:,:,"29,72",:,:,"86,10","30,70","7.194,48","7,47","634,71",:,:,:,"35,06","1.297,09","7,98",:,"125,13","259,38",:,"85,66","572,55"
2015-04,SK,"253.260,40","0,68","1.159,90","1.465,70","13.083,01","8.024,86",:,:,"56,90","529,57","1.525,82","44,38",:,"2.531,36","2.233,50","2.080,99","496,89",:,"280,82",:,"15.823,03","6.703,21","108,75","287,64","1.915,77","2.857,99",:,"2.861,33"
2015-04,UK,"635,76","356,60","1.226,23","879,79","703,27","21.688,70","290,11","51,42","1.993,63","2.416,65","59,95","11.739,92","7,49","2,39","103.494,66","1.609,42","591,85","147,01","159,86","51,92","221.100,25","5.662,44","629,73","283,79","14.949,49","480,24","2.496,89",:
2015-05,AT,:,"195,87","2.006,22","336,69","12.841,91","6.668,47","49,38",:,"62,04","306,51","1.433,15","631,51",:,"4.921,60","51,64","862,06","0,15","3,69","3.920,29",:,"18.383,48","5.091,57","352,49","4.320,56","365,91","114,71","32.430,72","554,30"
2015-05,BE,"383,17",:,:,:,:,"2.413,18",:,:,:,"7,38","256,17","2.797,38",:,:,"2.775,45","48,54",:,"5.491,51","258,87",:,"66.411,75","180,53","81,24","3.153,89","137,55",:,"1.297,94","797,04"
2015-05,BG,"1.154,62",:,:,"256,33","109,99","851,54",:,:,"220,37",:,:,"878,41",:,"3.758,14","49,25","27,50",:,:,"1.063,04",:,"1.450,33","69,49",:,"114,97",:,:,"7.320,40","1.059,63"
2015-05,CY,"128,60",:,:,:,"106,88","414,85",:,:,"2.699,50","0,41",:,"1,14",:,:,:,"95,26",:,:,:,:,"669,93","55,69","118,68",:,:,:,"69,42","77,44"
2015-05,CZ,"5.221,13","671,46","30,51","10,66",:,"10.899,57","1,16","4,60","2,55","336,50","0,01","575,29","19,47","331,73","34.458,92","88,86","227,03","0,44","87,05","7.890,60","2.000,34","8.635,91","395,58","188,02","1.795,80","722,61","26.328,08","3.038,08"
2015-05,DE,"21.399,94","888,49","255,52","1.798,84","55.702,64",:,"3.985,47","193,83","654,78","1.969,56","1.527,83","4.797,13",:,"3.828,39","38.491,91","2.341,60","1.441,33","5.901,58","944,15","230,60","159.565,03","37.650,96","659,73","5.275,39","20.878,26","1.479,87","13.524,67","14.349,63"
2015-05,DK,"70,16","16,50","1,30",:,"71,00","6.584,50",:,"77,39","22,10","13,15","25,86","36,52",:,"4,67","73,15","162,14","21,24",:,"44,71",:,"13.272,89","168,27","0,43","126,05","56.587,30",:,"40,52","272,61"
2015-05,EE,:,:,:,:,"191,28","55,13","86,85",:,"169,50","0,16","1.402,86","0,44",:,:,"1.056,60",:,"980,27",:,"3.121,27",:,"59,07","2.400,23",:,:,"1.338,26",:,:,"112,45"
2015-05,EL,"2.051,02",:,"31,34","279,75","425,14","4.198,94","0,60","8,00",:,"1,23","1,16","1.085,01",:,"1,81",:,"473,56",:,"3.641,83",:,:,"112,27","10,70","68,77","36,66","0,67",:,"71,34","1.021,87"
2015-05,ES,"375,10","297,71",:,:,"593,02","7.752,10","16,87",:,"0,09",:,"2,07","6.836,37",:,"33,67","31.322,64","7.941,74","130,47","4.828,59","43,49","0,22","44.650,02","621,65","679,47","61,61","104,44",:,"208,19","6.534,53"
2015-05,FI,"39,80",:,:,:,"9,50","1.987,11","125,48","498,19",:,:,:,"23,71",:,:,"9.912,18",:,:,:,:,:,"13.125,86","14,75",:,:,"32.395,19",:,:,"0,95"
2015-05,FR,"283,27","1.891,42",:,:,"69,12","26.912,24","29,46","96,81","44,20","738,12","79,69",:,:,"98,10","11.973,65","1.072,61",:,"34.229,35","8,09","682,10","103.848,48","114,16","4.831,27","139,98","1.742,98",:,"250,58","6.962,65"
2015-05,HR,"2.752,49","0,00",:,"0,00","152,36","536,49","0,00",:,:,:,"1,32","2,11",:,"4.006,11","1,91","64,21",:,"0,26","0,00",:,"2.643,16","9,42",:,"12,88","375,68","1.363,30","4.440,62",:
2015-05,HU,"1.456,15",:,:,:,"385,62","645,15","4,73",:,:,:,"1.396,62","360,07",:,:,:,:,:,"72,18","469,89",:,"31.331,07","5,82",:,:,"538,62","2.428,95","15.349,20","0,16"
2015-05,IE,:,"327,74",:,:,:,"4.621,24",:,"105,16",:,"3,43",:,"2,84",:,"340,22",:,"5,17","1.040,56",:,:,:,"8.969,91","1,51",:,:,"210,33",:,"4,25","27.529,98"
2015-05,IT,"75,45","59,56","39,60","53,60","262,03","14.891,47","22,54","8,81",:,"754,69","4,28","2.406,18",:,"25,01","40.284,91",:,"27,08","9.851,67",:,"3.436,20","89.564,12","2.657,19","53,76","451,28","24,42","55,32","783,83","3.248,67"
2015-05,LT,"286,88",:,"632,00",:,"1.278,82","378,24",:,"141,18",:,:,"504,61","43,54",:,:,"373,10","609,99",:,:,"15.742,33",:,"17.616,57","4.152,65","0,34","633,70","451,60",:,"546,66","287,74"
2015-05,LU,"768,47","9.661,96","257,45","185,22","34,78","1.996,29","1,87",:,:,"2,55",:,"671,22",:,"380,56","282,80","573,11",:,:,:,:,"1.412,08","57,00",:,:,:,:,"77,36","158,01"
2015-05,LV,"1.523,51",:,"90,70","459,15","461,75","1.206,93",:,"498,23",:,"43,47","784,35",:,:,"16,35",:,"65,48","10.921,89",:,:,:,"683,14","9.852,75",:,:,"1.040,55","9,00","200,01","108,51"
2015-05,MT,:,:,:,"8,27","50,77","43,26",:,:,:,"0,45",:,"215,73",:,:,:,"956,96",:,:,:,:,"505,12","0,27",:,"2,31",:,:,"4,76","19,77"
2015-05,NL,"627,65","16.712,27","28,50","387,10","821,45","9.333,24","68,26","18,60","132,12","177,27","12,44","4.761,98","84,46","1.582,59","19.612,46","2.121,54","389,65","478,50","124,63",:,:,"1.936,86","114,71","34,14","6.588,03","48,15","817,16","2.756,66"
2015-05,PL,"6.963,29",:,:,:,"3.848,23","35.524,34",:,"80,46",:,"846,91","179,98","1.923,02",:,"94,31","685,25","224,64","255,59",:,:,:,"10.200,96",:,:,"180,62","7.189,57","238,04","61.970,08","1.005,98"
2015-05,PT,"267,29",:,:,:,"4,54","2.972,30","2,55",:,:,"7.141,19","1,22","1.140,49",:,"16,31","4.529,41","203,31","104,08","2.476,61",:,:,"3.635,27","22,70",:,:,"442,86",:,"18,69","625,92"
2015-05,RO,"4.816,12","15,36","334,20","81,86","2.480,71","3.589,65",:,:,"6,38","10,34",:,"102,63",:,"5.576,82","363,44","32,55","4,50",:,"72,00",:,"7.450,72","3.146,67",:,:,"10,03","27,06","22.676,50","277,69"
2015-05,SE,"369,22","13,30",:,:,"150,62","5.128,20","4.541,48",:,"15,80",:,"6.340,45","228,29",:,"10,26","21.455,61","84,20",:,:,"18,09",:,"70.094,47","30,27",:,"464,46",:,:,"21,49","1.543,66"
2015-05,SI,"8.394,65","859,90",:,"127,23","123,01","1.627,23",:,:,:,:,:,"172,14","0,25","8.135,85","6,86","112,26",:,:,:,"57,39","2.212,89","13,21",:,:,"61,98",:,"1.378,82","146,59"
2015-05,SK,"208.878,41","291,38","799,71","1.502,70","28.702,34","7.691,06",:,:,"54,10","36,85","1.178,51","112,39",:,"5.187,94","1.430,45","1.231,40","210,75",:,"282,27",:,"40.270,29","6.328,96","70,65","202,36","1.031,88","2.646,93",:,"4.177,38"
2015-05,UK,"488,77","191,24","1.129,30","2.162,92","543,11","12.540,05","77,13","14,58","1.874,39","2.299,45","1,18","8.953,11",:,"39,51","93.828,83","1.688,86","708,47","483,57","611,25","213,73","200.687,05","3.028,59","1.845,27","1.940,02","3.729,70","160,92","2.319,15",:
2015-06,AT,:,"240,54","2.643,59","100,55","9.240,64","15.290,25","117,64",:,"76,58","963,86","1.997,27","1.607,98",:,"2.800,95","57,60","428,70","0,15",:,"468,05",:,"20.956,28","4.054,20",:,"4.388,95","1.012,30","1.469,18","30.181,61","1.680,15"
2015-06,BE,"55,68",:,:,:,:,"3.232,95",:,:,:,"7,49","22,81","2.441,98",:,:,"8,94","102,81",:,"2.284,46",:,:,"63.417,89","49,36","23,65","3.910,32","81,92","231,16","2.339,66","2.038,12"
2015-06,BG,"714,42",:,:,"1.163,92","213,38","532,84",:,:,"221,99",:,:,"744,71",:,"3.835,81",:,"11,59",:,:,"786,77",:,"1.103,11","131,43",:,"182,18",:,:,"6.872,71","463,06"
2015-06,CY,"155,48","58,75",:,:,"187,85","456,14",:,:,"2.459,34","1,04",:,"3,21",:,:,:,"134,76",:,:,:,:,"142,62","0,34","25,01",:,:,"27,86","30,84","117,88"
2015-06,CZ,"6.334,31","111,04","88,37","20,15",:,"11.653,78","35,90","16,72","16,62","1.441,97","235,75","831,45","53,34","105,73","34.421,99","1.233,38","249,53",:,"279,46","3.378,18","1.238,50","4.601,87","718,82","146,24","562,57","294,49","31.149,36","2.255,08"
2015-06,DE,"18.160,57","1.434,01","310,08","924,41","75.693,79",:,"2.841,31","43,93","1.682,91","1.667,10","163,39","5.912,68","28,11","989,84","38.650,23","3.857,53","1.682,07","3.671,78","681,51","18,78","198.729,94","34.963,92","949,55","6.525,51","21.594,01","1.031,95","24.243,88","15.396,53"
2015-06,DK,"42,45","72,32","3,47",:,"25,71","12.374,15",:,"14,10","14,30","19,78","14,53","22,77",:,"160,06","56,70","42,22","54,18",:,"2,05",:,"6.045,81","47,80",:,"181,26","57.781,43",:,"92,64","232,32"
2015-06,EE,:,:,:,:,"116,72","411,24","5,77",:,"136,08",:,"967,56","81,75",:,:,"1.334,73",:,"1.068,75",:,"4.869,36",:,:,"3.885,14",:,:,"1.757,76",:,:,"185,02"
2015-06,EL,"2.818,64",:,"0,26","803,40","1.033,53","3.003,65","2,96",:,:,"6,22","0,53","1.341,97",:,"5,38",:,"605,04","0,92","4.619,83",:,:,"227,33","9,11","93,51","56,23","1,05",:,"150,39","2.208,16"
2015-06,ES,"548,25","170,50","12,69",:,"423,97","6.953,24","12,02","5,92",:,:,"1,57","9.189,61",:,"50,15","23.652,37","8.922,94","74,22","6.476,15","30,20","0,14","58.174,82","577,76","749,57","565,69","42,09",:,"117,52","3.601,75"
2015-06,FI,"32,06",:,:,:,"61,45","2.071,76","23,58","199,02",:,:,:,"179,69",:,:,"6.450,36",:,:,:,:,:,"9.939,37","22,74",:,:,"35.115,03",:,:,"131,75"
2015-06,FR,"443,57","4.207,35","1,49",:,"153,70","17.297,23","291,21","103,63","211,44","1.605,82","17,49",:,:,"7,72","8.515,95","942,87","0,22","49.209,86","69,25","595,42","105.757,76","94,68","4.674,40","405,58","1.661,37",:,"5,23","5.159,20"
2015-06,HR,"2.326,38","0,00",:,"0,00","142,78","599,58","0,00",:,:,:,"0,00","0,06",:,"2.212,25","1,54","0,00",:,"0,00","0,00",:,"1.596,64","1,85",:,"0,00","326,13","877,18","2.644,20",:
2015-06,HU,"2.626,30",:,:,:,"671,26","207,46",:,:,:,:,"1.267,48","406,19","0,09",:,:,:,:,"464,70","132,36",:,"17.701,34","8,48",:,:,"620,12","1.104,05","12.386,14",:
2015-06,IE,:,"302,83",:,:,:,"5.625,97",:,:,:,"3,92",:,"4,12",:,"58,86",:,"1,67","123,42",:,:,:,"9.484,87","1,33",:,:,"104,94",:,:,"27.055,47"
2015-06,IT,"115,73","156,96","198,36","134,51","866,48","17.107,28","38,23","26,62",:,"691,06","4,42","6.218,28",:,"15,37","9.589,46",:,"51,79","14.941,55","343,67","4.864,56","125.518,92","1.064,85","61,01","254,96","5,06","94,55","563,82","2.325,98"
2015-06,LT,"14,95",:,"429,95",:,"645,14","716,17","34,34","759,91",:,:,"326,05","28,34",:,:,"687,79","0,49",:,:,"10.093,62",:,"8.419,42","1.300,22","0,90","1.054,22","924,67",:,:,"949,92"
2015-06,LU,"43,97","9.448,68",:,:,"148,25","2.649,96","1.151,49",:,:,"1,36",:,"1.254,72",:,:,:,"1.229,30",:,:,:,:,"6.162,52","60,40",:,:,:,:,:,"79,12"
2015-06,LV,"1.236,55",:,"959,92","69,09","480,97","2.959,72",:,"838,66",:,"104,77","563,02",:,:,:,:,"8,12","9.515,22",:,:,:,"1.010,82","6.702,67","319,93","162,90","1.000,04","124,50","926,91","182,58"
2015-06,MT,:,:,:,"3,35","61,19","89,56",:,:,:,"14,74",:,"250,09",:,:,:,"507,66",:,:,:,:,"81,11","0,52",:,"1,60",:,"0,29","6,89","22,77"
2015-06,NL,"704,13","22.295,15",:,"83,30","1.102,84","8.108,74","31,69","0,59","7,12","331,69",:,"7.658,21",:,"4.321,49","6.241,52","1.134,79","333,77","166,32","454,70",:,:,"1.707,39","297,97","48,53","14.915,82","36,56","96,36","1.978,01"
2015-06,PL,"8.642,33","7,70","20,46",:,"4.489,80","28.069,21","3,68","39,98",:,"1.408,16","246,38","2.284,63",:,:,:,"115,83","5,75","12,71",:,:,"6.862,14",:,:,"475,39","3.913,36","0,08","30.228,85","1.179,15"
2015-06,PT,"171,86",:,:,:,:,"4.239,35","1,11",:,:,"6.089,67","4,33","1.301,83",:,:,"1.986,90","465,37","100,91","4.851,99",:,:,"6.653,34","16,39",:,"19,50","418,16",:,:,"329,25"
2015-06,RO,"6.365,44",:,"458,98","106,62","2.929,14","3.003,76",:,:,"6,64","8,18","59,44","294,69",:,"7.762,59","7,49","94,51",:,:,"258,67",:,"4.253,02","404,98",:,:,:,:,"22.433,77","135,99"
2015-06,SE,"110,57",:,"3,48",:,"527,31","10.569,87","3.425,70",:,:,:,"7.455,92","115,93",:,:,"23.631,09","113,46","4,04",:,"203,81",:,"39.589,68","84,07",:,:,:,:,"7,04","987,89"
2015-06,SI,"6.793,38","681,77",:,:,"247,04","4.168,07",:,:,:,:,:,"400,57","0,90","8.073,50","0,63","3,31",:,:,"73,66","1,96","915,43","6,85",:,:,"71,95",:,"72,57","225,33"
2015-06,SK,"247.629,35","40,04","239,95","2.063,70","60.511,21","6.058,77",:,:,"28,02","51,70","1.575,79","216,33",:,"6.826,06","2.388,78","1.152,86","244,89",:,"1.590,69","63,80","335,51","8.486,31","54,06","479,06","1.197,91","2.510,34",:,"1.117,13"
2015-06,UK,"821,65","318,55","884,37","6.949,91","2.156,11","20.010,58","60,35","86,20","41,77","2.180,60","24,37","9.223,42",:,"38,95","74.011,24","1.679,20","1.100,07","1.232,29","2.456,63",:,"256.110,73","5.313,60","2.086,16","4.735,76","1.246,84","986,02","625,57",:
2015-07,AT,:,"94,13","2.137,48","385,02","14.606,76","15.767,04","200,06",:,"262,22","841,05","1.581,21","168,03","1.767,98","3.894,47","177,26","85,97","134,67","442,55","565,30",:,"11.812,50","7.826,30",:,"4.301,22","2.938,07","1.119,23","31.087,35","1.210,37"
2015-07,BE,"714,09",:,:,:,:,"3.776,25",:,:,:,"6,76","84,72","2.454,87",:,"4,94","331,42","64,32",:,"3.295,09",:,:,"70.479,08","84,64","0,51","2.133,44","135,10","92,39","2.027,19","522,54"
2015-07,BG,"959,06",:,:,"1.396,06","353,83","894,78",:,"2,25","3.548,13",:,"1,39","418,25",:,"5.108,25","30,75","0,21",:,:,"1.040,82",:,"3.359,93","0,41",:,"543,39",:,:,"6.308,61","80,95"
2015-07,CY,"866,04",:,:,:,"286,79","606,75",:,:,"3.501,38","25,93",:,"1,43",:,:,:,"174,16",:,:,"74,34",:,"284,72","100,85","4,48",:,:,"41,60","19,20","320,50"
2015-07,CZ,"5.640,73","2,39","80,68","39,20",:,"20.018,84","0,48","11,54","102,19","839,44","561,77","400,05","64,43","473,93","28.155,22","392,01","28,52","68,86","98,55","373,48","1.926,34","2.142,46","185,48","232,72","568,88","163,86","36.406,44","495,59"
2015-07,DE,"15.078,68","792,83","269,90","1.077,61","99.265,54",:,"199,49","12,36","581,93","1.383,31","1.924,88","5.350,53",:,"1.250,65","82.280,86","2.697,11","991,74","5.879,43","465,19","2,97","153.438,87","19.289,88","894,55","6.264,75","10.303,70","446,16","37.594,65","14.876,95"
2015-07,DK,"124,89","25,28","3,90",:,"49,64","4.832,47",:,"8,55","16,90","12,73","181,33","34,18",:,"136,94","56,73","95,49","35,97",:,"0,44",:,"8.530,70","6,98","32,37","25,65","53.233,53","27,96",:,"296,90"
2015-07,EE,:,:,"163,09",:,"977,00","520,44","9,01",:,"67,73",:,"472,86","0,56",:,:,"977,90","122,60","664,43",:,"8.269,79",:,:,"83,79",:,"204,66","1.701,49",:,:,"205,87"
2015-07,EL,"1.330,87",:,"581,26","2.722,48","445,89","767,44","3,33",:,:,"0,27","0,78","127,74",:,"0,66",:,"57,65",:,"4.187,96",:,:,"185,86","5,77",:,"25,40","0,23",:,"268,95","20,79"
2015-07,ES,"429,97","0,14",:,:,"733,26","6.859,60","3,53","17,75","0,06",:,"1,75","8.840,95",:,"35,40","40.757,65","12.124,44","4,33","9.444,81",:,"0,15","36.935,90","240,45","1.401,74","4,22","15,72",:,"177,69","3.248,35"
2015-07,FI,"64,41",:,:,:,"6,06","4.441,40","8,89","173,91",:,:,:,"178,35",:,:,"7.307,32","1,07","0,05",:,:,:,"17.692,40",:,:,:,"29.722,83",:,:,"10,42"
2015-07,FR,"464,74","2.301,82",:,:,"241,90","18.602,32","99,33","197,81","1,34","1.620,19","48,37",:,"0,09","63,15","13.735,18","1.289,59","2,09","45.786,51","151,28","596,19","116.461,01","581,43","5.654,45","238,03","2.963,43",:,"40,51","14.289,98"
2015-07,HR,"3.241,93","0,00",:,"0,00","236,69","1.058,66","0,00",:,:,:,"0,92","0,00",:,"2.884,83","2,09","249,44",:,:,"32,38",:,"5.721,97","7,05",:,"0,00","378,69","1.531,71","3.026,80","0,09"
2015-07,HU,"1.916,19",:,:,:,"2.100,25","203,16","5,58",:,"29,35","0,63","3.124,81","730,93","17,70",:,:,:,:,"1.219,57","497,50",:,"29.946,00","48,78",:,"6,80","1.123,04","1.105,05","14.990,38","59,64"
2015-07,IE,:,"13,86",:,:,:,"86,60",:,:,:,"1,24",:,"6,50",:,"58,86",:,"0,77",:,:,:,:,"6.901,07","3,23",:,:,:,:,:,"24.700,33"
2015-07,IT,"612,09","148,64",:,:,"1.965,49","11.260,16","578,12","41,55",:,"455,55","2,53","2.664,13",:,"2,80","14.375,22",:,:,"6.868,76","85,22","4.536,84","65.340,80","269,34","35,13","8,15","6,51","17,15","453,85","1.095,79"
2015-07,LT,"2,33",:,"37,45",:,"1.335,81","929,85",:,"62,49","0,29","0,25","677,37","141,74",:,:,"494,28","192,90",:,:,"11.746,96",:,"13.426,06","236,67",:,"705,88","2.379,19",:,"21,25","1.435,52"
2015-07,LU,"23,66","7.159,17",:,:,"5,03","514,15",:,:,:,"0,96",:,"2.281,16",:,:,"73,50","7,59",:,:,:,:,"1.991,68","46,75","74,87",:,:,:,:,"69,02"
2015-07,LV,"1.084,63",:,"19,34","198,52","1.490,33","863,84",:,"1.862,61",:,"1.229,26","511,80",:,:,:,:,"98,04","14.699,99","55,60",:,:,"858,42","697,02",:,"134,86","998,37","281,40","105,70","338,00"
2015-07,MT,:,:,:,"4,93","72,17","98,19",:,:,"0,95","0,89",:,"132,15",:,:,"0,27","553,56",:,:,:,:,"200,82","0,85",:,"2,16",:,:,"16,43","5,86"
2015-07,NL,"584,59","11.958,63","74,29","1,08","5.540,03","5.783,53","294,49",:,"189,46","230,27","2,06","2.067,77","155,06","87,08","23.555,16","836,47","79,34","0,73","73,52",:,:,"962,26","127,15","130,54","11.151,81",:,"9,31","3.990,73"
2015-07,PL,"17.123,37","185,45","194,34",:,"5.806,10","41.997,05","35,17","270,80",:,"2.137,59","14,22","2.731,69","0,43","17,30","72,48","217,62","195,32",:,"493,51","269,90","11.190,49",:,"77,29","304,92","2.025,48",:,"60.448,45","807,77"
2015-07,PT,"67,57",:,:,:,"4,60","2.177,54","0,36",:,:,"8.464,67","2,87","626,52",:,:,"2.604,96","702,84","220,71","3.425,63",:,:,"4.912,89",:,:,:,"354,61",:,:,"368,05"
2015-07,RO,"6.408,19","25,78","233,88","0,82","1.902,28","6.651,92",:,:,"85,99","84,30","1,29","1.641,70",:,"8.503,40","5,90","397,94","33,20",:,"20,39",:,"9.217,74","202,51","378,28",:,"32,23",:,"30.166,16","123,22"
2015-07,SE,:,:,:,:,"63,60","8.875,51","3.578,22",:,:,"1.208,11","8.408,38","363,82",:,:,"27.034,41","44,69","529,93",:,"27,57",:,"73.398,65","37,10",:,"96,71",:,:,"0,15","1.443,83"
2015-07,SI,"4.897,89",:,:,:,"246,87","1.179,61",:,:,:,:,:,"280,24","57,86","7.054,64","33,14","1,60",:,:,:,"45,44","1.655,88","5,63",:,"1,82","278,00",:,"3,44","108,64"
2015-07,SK,"226.620,01","10,61","253,23","1.704,95","17.750,62","14.740,44",:,:,:,"60,57","1.467,23","401,85",:,"3.351,44","2.380,30","1.147,03","196,47",:,"651,89",:,"24.012,71","1.872,57","345,02","182,16","1.362,60","3.125,32",:,"2.029,43"
2015-07,UK,"1.919,22","70,65","1.545,95","1.203,55","1.155,55","12.874,20","148,18","386,14","656,17","4.445,04","1,19","10.669,85",:,"386,56","75.463,84","3.370,28","891,96","311,62","903,24","94,35","189.682,27","1.335,51","2.088,00","2.914,18","8.239,46","919,66","671,31",:
