PERIOD,DECLARANT,Andorra,Belgien,Ceuta,Deutschland,Dänemark,Estland,Finnland,Frankreich,Färoer,Gibraltar,Griechenland,Heiliger Stuhl (Vatikanstadt),Irland,Island,Italien,Lettland,Liechtenstein,Litauen,Luxemburg,Malta,Melilla,Niederlande,Norwegen,Osterreich,Polen,Portugal,San Marino,Schweden,Schweiz,Spanien,Türkei,Vereinigtes Königreich
2016-10,Slowenien,:,"1,39",:,"272,38",:,:,:,"444,97",:,:,:,:,"1.162,02",:,"93,33",:,:,:,:,:,:,"4.567,80",:,"93,36","439,22",:,:,"804,26",:,:,:,"607,78"
2016-10,Spanien,"0,82","9,12","3,91","3.598,12","18,00","74,98","2,03","9.321,20",:,:,:,:,"31.169,47",:,"30.651,20","11,71",:,:,"1.152,00",:,"14,41","57.772,44","0,56","486,38","1.528,66","446,01",:,"52,35","2,99",:,"22,45","1.865,36"
2016-10,Tschechische Republik,:,"298,40",:,"9.140,45","1.098,18","1,99","0,40","909,85",:,:,"59,43",:,"78.220,56",:,"1.252,92","35,15",:,"8,14","0,65","78,53",:,"21.420,62","177,90","5.017,07","1.553,26","0,18",:,"728,54","290,21","228,80","0,54","3.970,12"
2016-10,Ungarn,:,:,:,"47,29",:,:,"527,79","598,44",:,:,"194,98",:,"7.788,29",:,:,"135,89",:,:,"216,03","102,01",:,"59.410,22",:,"1.511,10","352,79","79,60",:,"793,62","1,16",:,:,"63,04"
2016-10,Ver.Koenigr.,"12,77","274,07",:,"24.415,12","112,81","103,21","158,64","7.065,14",:,:,"465,97",:,"99.082,49","82,30","10.872,71","115,27",:,"21,68",:,:,:,"356.463,28","56,02","1.422,64","3.324,35","1.543,78",:,"2.123,94","745,16","378,93",:,:
2016-10,Zypern,:,:,:,"151,98",:,:,:,:,:,:,"2.175,70",:,"66,94",:,"51,77","19,80",:,:,"2.375,26",:,:,"9,25",:,"1.206,38","120,19",:,:,:,:,"0,69",:,"98,73"
2016-11,Belgien,:,:,:,"1.632,24","0,47","32,24","148,16","1.430,69",:,:,:,:,"103,50",:,"115,89",:,:,:,"3.412,12",:,:,"113.409,60",:,"757,75","79,14",:,:,"1.269,30","0,28","12,48","1,74","1.400,93"
2016-11,Bulgarien,:,:,:,"2.934,50",:,:,"1,15","595,29",:,:,"1.604,39",:,"3.382,17",:,"134,28","376,85",:,:,:,"38,23",:,"2.833,50","0,74","384,83","141,12",:,:,"15,82",:,"33,65",:,"198,50"
2016-11,Daenemark,:,"79,82",:,"2.490,48",:,"0,33","1.130,68","69,67",:,:,"1,37",:,"114,74","0,59","244,24","1,02",:,"6,99",:,:,:,"19.717,19","6,40","671,50","263,50",:,:,"78.975,60","1,00","24,25",:,"979,53"
2016-11,Deutschland,:,"307,22",:,:,"4.211,20","384,02","580,59","5.390,92",:,:,"201,09",:,"27.850,97",:,"9.235,31","597,66",:,"833,64","13.546,54",:,:,"257.976,49","10,45","18.360,85","19.748,57","195,75",:,"10.539,70","36,74","1.217,44","6,00","14.058,17"
2016-11,Estland,:,:,:,"220,09","22,12",:,"126,12","209,04",:,:,"59,69",:,"2.380,15",:,"1,31","2.486,41",:,"1.849,07",:,:,:,"79,79","888,43","103,77","166,98",:,:,"2.313,76","0,07","221,95",:,"330,20"
2016-11,Finnland,:,"344,32",:,"10.163,61","104,27","134,16",:,"71,95",:,:,:,:,"9.604,73",:,:,"42,80",:,"70,84",:,:,:,"6.496,08","7,04","1.021,30","22,43","51,69",:,"40.903,43","0,11",:,:,"511,22"
2016-11,Frankreich,:,"2.465,42",:,"53.873,65","130,17","147,81","27,09",:,:,"0,14","1,42",:,"32.308,82",:,"2.331,91","42,52",:,"0,34","45,80","642,46",:,"366.986,66","0,51","336,97","1.001,31","5.060,30",:,"263,16","93,82","1.275,98","2,02","3.047,00"
2016-11,Griechenland,:,"0,53",:,"2.817,19","3,29",:,"0,96","933,79",:,:,:,:,"0,27",:,"739,20",:,:,:,"627,96",:,:,"10.466,97",:,"2.740,52","80,47","3,98",:,"193,44","0,50","0,16",:,"106,87"
2016-11,Irland,:,:,:,"175,95",:,:,:,"564,67",:,:,:,:,:,:,"0,26",:,:,:,:,:,:,"20.383,38","0,95",:,"0,33",:,:,"452,95","0,69","38,87","0,50","32.747,71"
2016-11,Italien,:,"276,83",:,"75.435,62","40,29","54,29","9,35","14.879,63",:,:,:,:,"63.353,09",:,:,"720,61",:,"1,67","583,36","133,81",:,"260.391,61",:,"341,88","451,32","7,50",:,:,"1,23","907,00",:,"7.962,22"
2016-11,Kroatia,:,:,:,"474,51",:,:,"0,90","165,39",:,:,:,:,:,:,"64,75",:,:,:,:,:,:,"7.472,97",:,"1.733,14","529,06",:,:,"639,77",:,"1,16","0,18","19,45"
2016-11,Lettland,:,"21,71",:,"525,63","23,47","118,66","126,29","277,21",:,:,:,:,"523,80",:,"509,15",:,:,"13.306,68",:,"23,10",:,"1.287,95",:,"546,84","1.213,98","105,84",:,"730,04",:,"0,64",:,"1.039,52"
2016-11,Litauen,:,:,:,"700,78",:,"41,08","1.015,43","343,03",:,:,:,:,"3.223,39",:,"4,26","13.022,74",:,:,:,:,:,"11.886,31","0,39","70,88","700,57","22,68",:,"919,51","0,32",:,"0,07","142,03"
2016-11,Luxemburg,:,"6.384,70",:,"1.253,63",:,:,"0,79","1.833,92",:,:,:,:,"10.314,99",:,"233,43",:,:,:,:,:,:,"464,37",:,"530,72","71,70","33,36",:,:,"0,83","618,43",:,"24,16"
2016-11,Malta,:,:,:,"103,94",:,:,:,"311,55",:,:,:,:,:,:,"771,17",:,:,:,:,:,:,"124,92","1,11",:,"118,51",:,:,:,:,"0,55","0,04","62,12"
2016-11,Niederlande,:,"32.588,94",:,"11.001,69","69,92","8,71","7,42","2.240,99",:,:,"702,65",:,"445,20","222,36","3.650,53","649,26",:,"181,60","3,26","9,30",:,:,"776,79","1.900,13","1.277,69","72,27",:,"1.034,80","4.013,87","276,60","681,35","3.934,40"
2016-11,Oesterreich,:,"1,28",:,"24.230,49","530,25",:,"241,76","497,43",:,:,:,:,"23.639,76",:,"700,84","443,93",:,"9,08","2,15",:,:,"19.320,58",:,:,"6.714,49",:,:,"1.382,17","2,16","110,79","1,06","319,24"
2016-11,Polen,:,"0,29",:,"55.082,52","40,20","194,50","43,51","3.260,45",:,:,:,:,"665,47",:,"1.536,99","261,95",:,"2,80","3,08",:,:,"15.584,79","0,06","3.848,43",:,"53,58",:,"2.005,91","0,68","951,80","1,02","297,79"
2016-11,Portugal,:,"9,28",:,"3.103,26",:,:,:,"4.112,77",:,:,:,:,"4.108,58",:,"571,24","76,30",:,"255,40","2.878,27",:,:,"5.694,93",:,"0,60","37,77",:,:,"1,22","0,99","19.542,83",:,"934,27"
2016-11,Rumanien,:,:,:,"5.218,92",:,:,"45,11","1.080,58",:,:,"0,35",:,"8,92",:,"483,16","195,59",:,"248,96","277,89",:,:,"21.492,95",:,"9.873,96","1.380,36","74,83",:,"80,36",:,"1,22",:,"109,94"
2016-11,Schweden,:,:,:,"100.005,40","11.928,34","236,69","1.771,65","590,86",:,:,:,:,"69.486,94","2,98","535,33","67,78",:,"3,80",:,:,:,"90.845,93","92,89","1.248,21","230,84","0,82",:,:,"2,55","0,02","3,14","1.492,72"
2016-11,Slowakei,:,:,:,"3.676,10","1,63","116,24","262,90","139,76",:,:,"17,32",:,"6.536,57",:,"1.502,12",:,:,"6,12","13,95",:,:,"53.288,02",:,"331.466,40","2.695,19",:,:,"498,31","526,82","2.372,91",:,"3.693,07"
2016-11,Slowenien,:,:,:,"458,27",:,:,:,"1.035,67",:,:,:,:,"3.143,05",:,"226,64",:,:,"2,58",:,"17,66",:,"5.517,62",:,"39,24","1.077,85",:,:,"478,55",:,:,:,"183,42"
2016-11,Spanien,"6,56","26,25","4,35","5.323,93","10,96","45,35","2,33","8.693,96",:,:,:,:,"71.118,14",:,"17.694,95","54,39",:,"50,54",:,"33,49","8,81","86.190,07","2,17","546,57","2.047,84","473,00",:,"103,23","2,31",:,"52,04","1.427,17"
2016-11,Tschechische Republik,:,"188,31",:,"10.599,29","750,41","11,48","0,61","953,08",:,:,"3,16",:,"97.568,68","1,61","924,82","343,20",:,"147,97","2,61","0,82",:,"27.972,14","242,28","3.029,67","2.966,95","40,48",:,"554,66","662,32","49,44","0,55","1.839,13"
2016-11,Ungarn,:,"0,70",:,"22,59","0,74",:,"441,93","1.961,00",:,:,"278,67",:,"8.333,80",:,"0,17","182,17",:,"72,90","1.342,22","80,94",:,"66.723,55",:,"956,16","862,73",:,:,"947,27","0,63",:,"2,62","35,73"
2016-11,Ver.Koenigr.,:,"255,19",:,"14.632,33","122,56","4,76","148,99","10.779,95",:,:,"168,04",:,"180.931,36","6,00","13.091,23","181,60",:,"14,02","339,17","19,00",:,"86.226,78","87,25","2.312,86","5.372,06","243,55",:,"7.676,06","146,99","375,17","0,93",:
2016-11,Zypern,:,:,:,"253,98","1,14",:,:,:,:,:,"2.415,44",:,:,:,"459,32","16,90",:,:,"1.399,92",:,:,"365,91",:,"292,32","2,30","32,40",:,:,"0,29","3,49",:,"94,89"
2016-12,Belgien,:,:,:,"2.331,69",:,:,"21,52","2.284,08",:,:,:,:,"4.613,15",:,"108,46",:,:,:,"3.004,87",:,:,"79.011,48","3,11","113,27","14,49",:,:,"848,94",:,"48,01",:,"2.143,55"
2016-12,Bulgarien,:,:,:,"780,23",:,:,"6,09","417,49",:,:,"675,44",:,"2.934,99",:,"134,57","392,96",:,:,:,"72,88",:,"5.282,07",:,"250,81","205,56",:,:,"6,60","1,67",:,"0,27","248,14"
2016-12,Daenemark,:,"2,96",:,"2.803,16",:,"0,36","1.078,96","46,29",:,:,"0,63",:,"102,91","29,46","263,43","32,38",:,"3,32","1,66",:,:,"16.642,80","15,50","248,37","120,98",:,:,"67.308,27",:,"5,51",:,"1.063,00"
2016-12,Deutschland,:,"1.245,67",:,:,"2.528,64","336,61","18,61","5.569,99",:,:,"508,12",:,"35.494,77",:,"7.922,19","1.431,93",:,"2.103,93","2.604,41","22,42",:,"287.117,73","10,71","18.030,91","23.437,88","701,35",:,"9.671,03","670,89","2.719,61","9,26","6.766,76"
2016-12,Estland,:,:,:,"721,02","5,37",:,"268,96","37,46",:,:,"57,23",:,"1.666,15",:,:,"1.873,50",:,"1.625,46",:,:,:,"199,02","341,42","379,26","278,57",:,:,"1.829,34",:,"441,50",:,"262,12"
2016-12,Finnland,:,"183,14",:,"118,51","98,81","797,57",:,"1,50",:,:,:,:,"6.660,78",:,:,"89,58",:,"91,45",:,:,:,"7.800,74","1,98","1.963,17","12,61","126,78",:,"34.055,19","0,70",:,"0,63","770,91"
2016-12,Frankreich,:,"2.563,59",:,"35.912,19","183,51","77,06","81,97",:,:,:,"112,42",:,"21.802,90",:,"2.467,17","21,83",:,"40,68","20,36","1.759,23",:,"237.489,71","0,46","256,08","1.469,30","3.095,76",:,"688,05","9,39","1.330,03","0,82","3.246,49"
2016-12,Griechenland,:,"10,19",:,"1.944,73","17,99",:,"1,46","704,13",:,:,:,:,:,:,"2.539,91",:,:,:,"669,85",:,:,"9.436,33","2,20","2.517,74","154,28","17,29",:,"373,64",:,"1,49","1,47","204,33"
2016-12,Irland,:,"1,60",:,"113,11",:,"6,52",:,"552,54",:,:,:,:,:,:,"0,33",:,:,:,:,:,:,"11.764,18","1,10",:,:,:,:,"441,05",:,"535,83","0,10","27.304,24"
2016-12,Italien,:,"834,71",:,"6.994,51","1,84","509,39","9,74","9.404,22",:,:,:,:,"22.582,78",:,:,"561,51",:,:,"7.152,98","283,41",:,"127.723,47",:,"732,33","569,99","21,18",:,"4,18","1,07","854,49",:,"4.696,47"
2016-12,Kroatia,:,:,:,"460,46","7,32",:,:,"63,43",:,:,:,:,"9,13",:,"6,42",:,:,:,:,:,:,"7.160,12",:,"1.220,42","10,89",:,:,"94,59",:,"0,83","0,50","79,06"
2016-12,Lettland,:,"259,05",:,"848,10","48,83","333,89","0,41","453,37",:,:,:,:,"442,60",:,"80,26",:,:,"9.311,44",:,:,:,"1.120,17",:,"1.028,42","1.307,09","41,92",:,"717,11",:,"74,27",:,"908,79"
2016-12,Litauen,:,"0,79",:,"793,38","127,21","148,38","629,35","366,69",:,:,"0,07",:,"2.015,50","50,50","5,53","7.426,10",:,:,:,:,:,"14.610,40",:,"171,00","423,10","0,17",:,"326,25",:,:,:,"67,76"
2016-12,Luxemburg,:,"5.225,14",:,"1.068,76",:,:,"0,52","824,49",:,:,:,:,"8.998,27",:,"393,35",:,:,:,:,:,:,"176,94",:,"1.154,04","59,26","30,32",:,:,:,"502,25","0,59","45,47"
2016-12,Malta,:,:,:,"172,27",:,:,:,"117,71",:,:,:,:,:,:,"725,10",:,:,:,:,:,:,"41,91","0,60",:,"8,80",:,:,:,"0,35","1,00",:,"21,78"
2016-12,Niederlande,:,"22.178,69",:,"15.799,43","431,77","106,17","1,42","1.685,00",:,:,"228,58",:,:,"255,07","6.057,58","399,51",:,"198,91","2,72",:,:,:,"1.153,14","848,38","1.217,05","375,65",:,"183,67","4.068,63","735,11","2.343,49","1.707,30"
2016-12,Oesterreich,:,:,:,"18.541,38","119,14",:,"813,96","379,79",:,:,"172,50",:,"18.860,37",:,"510,88","7,88",:,:,"549,78",:,:,"18.872,51",:,:,"1.052,47",:,:,"2.241,53","7,15","42,51","0,59","9,25"
2016-12,Polen,:,:,:,"17.875,78","52,13","417,63","28,46","2.831,47",:,:,:,:,"187,15",:,"2.972,23","239,53",:,"1,28","3,50",:,:,"24.818,39",:,"2.637,77",:,"14,37",:,"2.247,92","6,08","738,15","2,03","322,30"
2016-12,Portugal,:,"7,98",:,"3.998,29","17,69",:,:,"4.462,54",:,:,:,:,"3.448,82",:,"1.104,72",:,:,"1,54","1.205,66",:,:,"5.248,36",:,:,"15,23",:,:,"3,88","0,65","14.278,14",:,"1.014,65"
2016-12,Rumanien,:,:,:,"1.291,93",:,:,:,"1.263,08",:,:,"3,74",:,"5,74",:,"353,19",:,:,"8,11",:,:,:,"10.578,03",:,"6.938,45","382,61","19,74",:,"461,06",:,"4,82","0,73","158,72"
2016-12,Schweden,:,"6,37",:,"4.365,09","9.496,37","48,99","297,27","414,74",:,:,:,:,"47.372,68","5,28","449,16","174,44",:,:,:,:,:,"122.994,63","167,62","277,83","287,57",:,:,:,"1,89","11,80","4,94","1.440,04"
2016-12,Slowakei,:,"19,47",:,"1.040,61","1,19","4,52",:,"143,31",:,:,:,:,"5.909,75",:,"3.969,28","167,62",:,:,:,:,:,"19.857,81",:,"282.677,27","2.254,50",:,:,"880,81","0,60","1.355,12",:,"1.852,42"
2016-12,Slowenien,:,:,:,"113,76","0,90",:,:,"398,77",:,:,:,:,"794,14",:,"308,35",:,:,:,:,"37,62",:,"2.616,65","1,96","14,93","743,25",:,:,"13,29",:,"2,93",:,"11,83"
2016-12,Spanien,"1,01","3,53","28,75","4.132,48","780,33","40,99","0,91","8.777,45",:,:,:,:,"49.691,01",:,"28.697,22","55,59",:,"30,00","2,20",:,"5,79","71.164,04","3,30","601,15","1.189,82","237,80",:,"609,21","1,81",:,"8,26","628,94"
2016-12,Tschechische Republik,:,"3,46",:,"6.386,07","61,41","237,98","0,27","381,84",:,:,"3,46",:,"46.722,94",:,"354,62","563,77",:,"72,00","1,66","0,20",:,"26.919,97","256,15","4.150,24","2.579,90","1,40",:,"808,92","508,12","336,44","0,50","1.913,02"
2016-12,Ungarn,:,:,:,"32,58","13,58",:,"8,43","299,39",:,:,"207,99",:,"7.857,66",:,:,"109,25",:,:,"485,62",:,:,"52.899,20",:,"949,50","793,81",:,:,"1.269,02","2,92","0,11","0,24","0,50"
2016-12,Ver.Koenigr.,:,"309,79",:,"21.219,67","251,09","262,08","184,27","13.410,86",:,:,"33,31",:,"88.874,89",:,"7.199,74","108,81",:,"0,28","156,22","6,00",:,"38.891,47","56,87","409,79","1.547,88","1.315,68",:,"9.874,77","222,94","490,96","120,16",:
2016-12,Zypern,:,:,:,"646,96",:,:,:,"2,71",:,:,"3.237,80",:,:,:,"968,57","149,50",:,:,:,:,:,"3.831,95",:,"722,46","315,65","31,36",:,"0,14",:,"105,09",:,"207,76"
2017-01,Belgien,:,:,:,"1.933,17","54,40","603,96","121,44","3.588,49",:,:,:,:,"0,44",:,"234,61",:,:,"558,95","1.906,85",:,:,"89.336,23",:,"358,67","30,93",:,:,"1.196,34","1,05","10,30",:,"1.277,53"
2017-01,Bulgarien,:,:,:,"320,44",:,:,"1,62","999,70",:,:,"229,74",:,"4.209,81",:,"87,55","84,59",:,:,:,:,:,"7.384,97","1,85","1.089,53","117,30",:,:,:,:,:,:,"173,11"
2017-01,Daenemark,:,"13,45",:,"2.417,16",:,"2,29","2.002,25","34,39",:,:,:,:,"99,29",:,"89,57","25,16",:,"5,69",:,:,:,"18.132,14","2,41","204,37","196,65","1,16",:,"68.160,57",:,"2,23",:,"252,94"
2017-01,Deutschland,:,"2.148,96",:,:,"7.341,95","433,00","211,48","6.203,32",:,:,"802,40",:,"32.516,58",:,"6.765,60","2.091,57",:,"1.634,88","7.102,17","0,03",:,"218.988,38","13,38","21.377,41","19.011,97","319,78",:,"10.138,75","400,92","4.540,54","4,26","8.705,49"
2017-01,Estland,:,:,:,"143,39","21,46",:,"295,17","17,43",:,:,"47,08",:,"3.200,19",:,:,"2.375,45",:,"1.358,06",:,:,:,:,"348,77","89,20","208,22",:,:,"3.076,91",:,"939,88",:,"136,57"
2017-01,Finnland,:,"189,06",:,"372,88","46,84","960,34",:,"70,61",:,:,:,:,"6.824,93",:,:,"144,00",:,"26,34",:,"49,66",:,"16.941,31","0,38","491,74","38,20","47,92",:,"29.218,60","0,50","0,80","0,18","637,89"
2017-01,Frankreich,:,"1.756,06",:,"31.356,77","179,16","257,93","152,68",:,:,:,"0,36",:,"23.139,01",:,"1.377,01","38,75",:,"26,50","326,03","273,26",:,"241.768,66","1,54","98,58","712,89","5.355,93",:,"413,87","24,97","1.134,29","1,33","1.862,72"
2017-01,Griechenland,:,"0,59",:,"700,06",:,:,"570,23","875,99",:,:,:,:,:,:,"1.140,33",:,:,:,"571,12","0,58",:,"5.120,27",:,"406,55","48,78","26,43",:,:,:,"6,38",:,"85,45"
2017-01,Irland,:,:,:,"65,10",:,:,:,"403,67",:,:,:,:,:,:,:,:,:,:,:,:,:,"7.370,03",:,:,:,:,:,"9,25","0,07","90,79",:,"18.909,20"
2017-01,Italien,:,"0,47",:,"4.511,21","130,23","36,60","699,58","7.408,59",:,:,:,:,"15.639,08",:,:,"223,45",:,"2,23","17.166,80","286,96",:,"108.328,16",:,"567,31","436,07","1,34",:,"2,19",:,"556,17",:,"872,76"
2017-01,Kroatia,:,:,:,"436,46",:,:,"0,88","355,07",:,:,:,:,"1,90",:,"56,32",:,:,:,:,:,:,"5.802,54","0,17","2.301,55","9,45",:,:,:,"0,31","2,06",:,"10,54"
2017-01,Lettland,:,:,:,"563,07","45,36","190,93","3.277,86","212,01",:,:,:,:,"443,18",:,"6,76",:,:,"9.161,82",:,:,:,"984,49",:,"377,78","522,71","44,17",:,"27,65",:,"72,10",:,"1.138,36"
2017-01,Litauen,:,:,:,"907,17","16,14","50,63","950,89","759,13",:,:,"0,14",:,"2.856,06","1,30","5,77","9.951,51",:,:,:,:,:,"18.044,55",:,:,"62,33","0,03",:,"1.266,79",:,:,:,"36,58"
2017-01,Luxemburg,:,"5.872,10",:,"1.124,28",:,:,"0,29","826,06",:,:,:,:,"6.572,85",:,"566,60",:,:,:,:,:,:,"60,63",:,"1.991,73","41,72","101,29",:,:,"2,60","2,08",:,"23,32"
2017-01,Malta,:,:,:,"53,34",:,:,"1,36","99,35",:,:,:,:,:,:,"14,63",:,:,:,:,:,:,"42,96",:,:,"1,40",:,:,:,"0,10","0,51",:,"53,27"
2017-01,Niederlande,:,"28.816,44",:,"13.425,70","234,89","113,73","34,46","3.093,88",:,:,"42,04",:,"1.593,09","199,39","7.097,70","518,93",:,"158,43","17,70","12,02",:,:,"4,59","1.311,53","1.208,43","169,99",:,"419,31","36,56","940,76","16,73","2.570,43"
2017-01,Oesterreich,:,:,:,"10.895,92","247,39",:,"169,33","143,53",:,:,"28,60",:,"19.329,14",:,"546,40","157,06",:,:,"19,55",:,:,"19.124,01","0,95",:,"1.323,70",:,:,"1.840,02","2,62","94,82",:,"105,60"
2017-01,Polen,:,"18,92",:,"36.210,78","32,90","508,76","653,83","5.433,02",:,:,:,:,"333,87",:,"3.867,50","577,79",:,"44,72","110,73",:,:,"24.528,13","0,73","10.723,41",:,"1,46",:,"2.054,06","1,63","1.233,19",:,"280,82"
2017-01,Portugal,:,:,:,"6.563,97",:,:,"40,00","2.655,62",:,:,:,:,"4.129,41",:,"496,41","0,03",:,"15,43","2.012,62",:,:,"4.312,33",:,"95,58","417,54",:,:,"61,47","0,54","13.806,92",:,"263,78"
2017-01,Rumanien,:,:,:,"1.115,61",:,:,"273,81","991,08",:,:,"1,05",:,"281,43",:,"52,61","10,24",:,"54,84",:,:,:,"13.299,57",:,"5.593,34","303,52",:,:,"156,75",:,"36,72","0,39","47,33"
2017-01,Schweden,:,"12,01",:,"35.394,71","17.473,97",:,"395,27","110,62",:,:,:,:,"29.468,85","39,35","319,36","80,64",:,"0,89",:,:,:,"158.867,45","207,07","133,24","291,97",:,:,:,"1,99","3,66","1,93","1.474,26"
2017-01,Slowakei,:,:,:,"24.470,24",:,:,"68,36","289,13",:,:,:,:,"7.236,64",:,"2.688,07","528,74",:,:,:,:,:,"7.772,53",:,"271.906,90","2.686,32","27,43",:,"623,91","0,95","414,24",:,"1.662,70"
2017-01,Slowenien,:,"3,70",:,"94,70",:,:,"207,42","290,79",:,:,:,:,"1.827,29",:,"179,04",:,:,"4,09",:,:,:,"3.377,71","1,57","349,92","414,80",:,:,"507,72","0,20","20,65",:,:
2017-01,Spanien,"55,96","2,94","6,19","3.954,64","0,68","24,48","0,98","4.228,53",:,:,:,:,"33.199,78",:,"11.096,09","28,78",:,"19,77","1,28","0,16","9,44","51.603,75","0,83","381,72","913,86","367,41",:,"61,20","6,35",:,"6,18","443,22"
2017-01,Tschechische Republik,:,"94,00",:,"4.517,21","176,54","2,82","134,44","888,73",:,:,"3,76",:,"119.912,41","2,42","1.695,37","475,30",:,"74,48","0,76","1,38",:,"30.205,30","321,99","2.693,10","3.000,82","5,92",:,"482,82","378,59","58,35",:,"985,34"
2017-01,Ungarn,:,:,:,"98,97","11,40",:,"445,66","523,47",:,:,"247,91",:,"7.699,79",:,"17,17","111,66",:,"27,93","518,16",:,:,"36.663,25",:,"558,72","153,46",:,:,"282,91","2,17","1,52","0,14","138,14"
2017-01,Ver.Koenigr.,:,"115,29",:,"8.854,68","471,53","54,90","229,39","8.213,69",:,:,:,:,"153.885,85","1,65","5.613,23","43,33",:,"2.459,27","73,56","0,36",:,"33.694,81","56,67","1.245,93","3.604,52","446,30",:,"3.108,89","144,85","1.179,89",:,:
2017-01,Zypern,:,:,:,"251,53",:,:,:,"100,32",:,:,"1.066,82",:,:,:,"239,52","48,00",:,:,:,"59,50",:,"1.776,58",:,"131,16","0,38",:,:,:,:,:,:,"49,08"
2017-02,Belgien,:,:,:,"2.590,62",:,"30,52","1.021,48","1.762,14",:,:,:,:,"1,45",:,"287,40","32,71",:,:,"1.649,02",:,:,"74.541,96",:,"39,15","58,77",:,:,"627,43","0,32","9,12",:,"653,01"
2017-02,Bulgarien,:,:,:,"341,89",:,:,:,"1.002,34",:,:,"117,16",:,"4.934,21",:,"130,33","132,67",:,:,:,"25,05",:,"9.393,40","0,22","398,64","111,86",:,:,"49,77","0,56","0,29",:,"117,57"
2017-02,Daenemark,:,"2,18",:,"2.314,84",:,:,"6.421,99","9,62",:,:,:,:,"56,24",:,"114,15","0,14",:,"0,08",:,:,:,"8.433,80",:,"480,12","192,69","0,51",:,"50.323,67",:,"1,10",:,"124,21"
2017-02,Deutschland,:,"1.301,89",:,:,"4.911,53","459,87","389,91","5.310,80",:,:,"389,50",:,"32.679,48",:,"1.975,64","316,48",:,"317,91","4.186,45",:,:,"187.409,81","2,06","14.891,70","11.714,52","299,90",:,"3.222,18","621,65","2.588,13","1,61","8.724,77"
2017-02,Estland,:,:,:,"193,08","182,06",:,"99,85","51,31",:,:,"21,25",:,"3.408,20",:,"1,06","2.832,57",:,"684,89",:,:,:,:,"495,97","7,09","191,54",:,:,"1.904,24",:,"1.042,32","0,10","96,25"
2017-02,Finnland,:,"112,96",:,"60,78","30,08","289,40",:,"19,73",:,:,:,:,"2.811,75",:,:,:,:,"38,36",:,:,:,"15.453,55","4,07","642,02","7,20","7,30",:,"21.774,92",:,:,:,"558,28"
2017-02,Frankreich,:,"2.930,91",:,"27.367,21","108,02","113,73","698,59",:,:,:,"0,69",:,"26.257,38",:,"992,20","135,62",:,:,"276,00","248,09",:,"190.209,54","0,93","235,63","1.039,35","1.343,14",:,"359,14","5,15","686,64","3,32","3.212,42"
2017-02,Griechenland,:,:,:,"1.781,15","0,26",:,"217,37","669,76",:,:,:,:,:,:,"965,30","45,55",:,:,"1,96",:,:,"4.511,55",:,"295,45","164,99","26,04",:,:,:,"5,18","9,16","2,69"
2017-02,Irland,:,:,:,"115,74",:,:,:,"54,27",:,:,:,:,:,:,"0,23",:,:,:,:,:,:,"4.507,45",:,:,:,:,:,"18,50","1,52",:,:,"19.142,73"
2017-02,Italien,:,"314,79",:,"3.681,46","7,47","170,71","624,07","9.172,60",:,:,"0,24",:,"24.670,44",:,:,"235,67",:,"2,78",:,:,:,"117.763,07",:,"234,89","575,82","61,01",:,"246,40",:,"775,18",:,"737,66"
2017-02,Kroatia,:,:,:,"321,61","21,40",:,"0,42","117,44",:,:,:,:,"0,70",:,"144,14",:,:,:,:,:,:,"10.344,92",:,"744,17","555,40",:,:,"0,28",:,"14,43","0,09","26,98"
2017-02,Lettland,:,:,:,"882,88",:,"379,79","235,37","33,33",:,:,:,:,"1.209,22",:,:,:,:,"12.384,65",:,"34,17",:,"226,37",:,"266,97","244,11","86,77",:,"187,53",:,"59,81",:,"670,05"
2017-02,Litauen,:,:,:,"349,61",:,"74,90","647,57","20,04",:,:,"30,31",:,"3.781,94","0,61","9,32","8.717,06",:,:,:,:,:,"19.812,83",:,:,"159,68","0,12",:,"714,07",:,:,:,:
2017-02,Luxemburg,:,"3.746,61",:,"415,62",:,:,:,"788,87",:,:,:,:,"4.128,48",:,"75,98",:,:,:,:,:,:,"121,65",:,"1.686,39","26,05","6,66",:,:,"0,14","264,94",:,"9,07"
2017-02,Malta,:,:,:,"88,64",:,:,:,"271,29",:,:,:,:,:,:,"529,30",:,:,:,:,:,:,"9,72",:,:,"13,21",:,:,:,:,"0,72",:,"56,42"
2017-02,Niederlande,:,"18.223,30",:,"9.196,28","195,29","8,85","33,06","1.951,14",:,:,"509,18",:,"249,38","168,26","2.842,23","406,47",:,"27,02","18,26","0,59",:,:,"29,02","3.877,54","2.059,75","131,40",:,"310,34","78,97","472,96","42,82","2.321,54"
2017-02,Oesterreich,:,"20,58",:,"10.593,10","339,60",:,"79,92","79,15",:,:,"14,38",:,"12.859,10",:,"180,21","16,41",:,"375,43","11,17",:,:,"10.387,13","0,32",:,"4.537,28",:,:,"3.411,76","17,59","77,15",:,"118,60"
2017-02,Polen,:,:,:,"60.365,29","20,55","62,64","1.040,43","2.324,95",:,:,:,:,"81,48",:,"1.142,71","576,07",:,"1,93","0,54",:,:,"9.840,36","1,02","3.666,66",:,:,:,"2.407,19","6,80","615,52","0,78","486,29"
2017-02,Portugal,:,"1,20",:,"3.417,66","0,48",:,"183,62","1.976,88",:,:,:,:,"5.472,54",:,"362,16","13,72",:,"1,34","417,48",:,:,"7.006,73",:,"11,01","75,27",:,:,"1,22","1,18","9.372,05",:,"647,20"
